,area_type,availability,location,society,total_sqft,bath,balcony,price,bedroom
3358,Super built-up  Area,18-Jul,Hosa Road,Sosisic,1665.0,2.0,3.0,125.0,3
3359,Super built-up  Area,18-Dec,Kanakapura,GoityEt,1295.0,2.0,2.0,64.0,2
3360,Super built-up  Area,18-Aug,Haralur Road,SNnia E,1230.0,2.0,1.0,78.0,2
3362,Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,1000.0,2.0,1.0,60.0,2
3364,Super built-up  Area,19-Dec,Whitefield,Goted U,630.5,1.0,0.0,32.79,1
3366,Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1697.0,3.0,2.0,115.0,3
3367,Super built-up  Area,Ready To Move,Whitefield,T ZedZe,3537.0,5.0,3.0,210.0,4
3368,Super built-up  Area,19-Mar,Hosa Road,Skume R,615.0,1.0,1.0,28.29,1
3369,Built-up  Area,Ready To Move,Banashankari,Naashi ,1350.0,2.0,0.0,83.0,3
3371,Super built-up  Area,19-Dec,Jalahalli,DSata S,1083.0,2.0,1.0,32.49,2
3372,Super built-up  Area,Ready To Move,Gottigere,Srtusi ,1460.0,2.0,2.0,65.0,3
3374,Super built-up  Area,18-May,Bommasandra,SSestth,1035.0,2.0,1.0,41.43,2
3376,Super built-up  Area,Ready To Move,Hosur Road,SLiewce,460.0,1.0,1.0,21.0,1
3378,Super built-up  Area,Ready To Move,Whitefield,Iseenst,1285.0,2.0,2.0,55.9,2
3380,Plot  Area,Ready To Move,Sarjapur,Inensba,1200.0,3.0,2.0,78.0,3
3381,Built-up  Area,Ready To Move,other,Srncykh,1070.0,2.0,1.0,35.0,2
3382,Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1801.0,3.0,2.0,140.0,3
3383,Super built-up  Area,18-Dec,Whitefield,Prtates,1697.0,3.0,2.0,115.0,3
3384,Super built-up  Area,Ready To Move,AECS Layout,CMoryma,1199.0,2.0,2.0,65.0,2
3385,Super built-up  Area,Ready To Move,Iblur Village,Emine P,2300.0,3.0,1.0,220.0,3
3387,Super built-up  Area,Ready To Move,Marathahalli,PueraRi,3800.0,4.0,3.0,205.0,4
3389,Super built-up  Area,Ready To Move,other,Gonoril,1125.0,2.0,1.0,75.0,2
3391,Built-up  Area,Ready To Move,Subramanyapura,Srnumum,1050.0,2.0,3.0,41.0,2
3392,Built-up  Area,Ready To Move,Nagarbhavi,Jaiewke,956.0,2.0,1.0,49.0,2
3393,Super built-up  Area,Ready To Move,Sarjapur,Sondaka,1000.0,2.0,2.0,30.0,2
3394,Built-up  Area,Ready To Move,other,Puceswn,1596.0,3.0,0.0,95.0,3
3396,Super built-up  Area,19-Jul,Kanakpura Road,Soazak ,1296.0,2.0,3.0,89.06,2
3398,Built-up  Area,Ready To Move,other,ShanaSp,1639.0,3.0,3.0,123.0,3
3399,Super built-up  Area,Ready To Move,Electronic City Phase II,Coomee ,1219.0,2.0,1.0,61.25,2
3403,Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,2559.0,3.0,2.0,141.0,3
3405,Super built-up  Area,18-Feb,Bannerghatta Road,DSnjh S,1427.0,2.0,2.0,48.51,3
3407,Built-up  Area,Ready To Move,Ramagondanahalli,SVovelm,920.0,2.0,3.0,65.0,2
3411,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1530.0,2.0,2.0,90.0,3
3413,Super built-up  Area,Ready To Move,other,Undge T,2363.0,5.0,2.0,120.0,4
3414,Super built-up  Area,Ready To Move,Marathahalli,PueraRi,3895.0,4.0,3.0,220.0,4
3415,Super built-up  Area,20-Jun,Jakkur,SoineC ,1950.0,3.0,2.0,131.0,3
3416,Built-up  Area,Ready To Move,other,PNncysi,885.0,2.0,3.0,40.0,2
3420,Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1339.0,2.0,2.0,62.0,2
3421,Super built-up  Area,Ready To Move,Whitefield,SMuilan,1130.0,2.0,1.0,36.0,2
3423,Built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1430.0,3.0,2.0,72.0,3
3424,Carpet  Area,18-Dec,Bhoganhalli,Rosha I,1451.5,4.0,1.0,121.0,4
3429,Built-up  Area,Ready To Move,other,Saavear,925.0,2.0,2.0,63.0,2
3430,Super built-up  Area,Ready To Move,Bellandur,Sonyxa ,3016.0,4.0,3.0,230.0,4
3432,Super built-up  Area,Ready To Move,Whitefield,SSthamh,1215.0,2.0,2.0,39.0,2
3434,Super built-up  Area,Ready To Move,Lakshminarayana Pura,Puarent,1336.0,2.0,2.0,100.0,2
3435,Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,673.0,1.0,1.0,36.85,1
3444,Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1470.0,2.0,2.0,61.74,2
3446,Super built-up  Area,Ready To Move,Marathahalli,Vaoodar,1785.0,3.0,2.0,94.0,3
3453,Super built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,650.0,1.0,1.0,20.0,1
3455,Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1220.0,2.0,1.0,43.92,2
3456,Super built-up  Area,Ready To Move,other,Puceswn,1570.0,3.0,1.0,115.0,3
3458,Super built-up  Area,Ready To Move,other,Puestig,1665.0,3.0,2.0,86.91,3
3460,Plot  Area,Ready To Move,Sarjapur  Road,Adeatlm,4000.0,5.0,2.0,600.0,4
3462,Super built-up  Area,Ready To Move,other,Prone M,1350.0,2.0,1.0,87.01,3
3463,Built-up  Area,Ready To Move,Kasavanhalli,Salisal,1719.0,3.0,2.0,116.0,3
3464,Super built-up  Area,Ready To Move,Budigere,PrityTr,664.0,1.0,1.0,35.0,1
3465,Super built-up  Area,18-Dec,Sonnenahalli,Skacak ,1011.0,2.0,1.0,50.53,2
3468,Super built-up  Area,Ready To Move,Yeshwanthpur,VSlistr,717.0,2.0,0.0,49.475,2
3470,Super built-up  Area,Ready To Move,Whitefield,Skstark,1520.0,2.0,2.0,150.0,3
3471,Carpet  Area,Ready To Move,Uttarahalli,Vancya ,1350.0,2.0,2.0,53.0,3
3473,Super built-up  Area,Ready To Move,Pattandur Agrahara,Shvarji,875.0,2.0,1.0,33.0,2
3474,Super built-up  Area,Ready To Move,Hennur,Adity T,1231.0,2.0,2.0,48.0,2
3475,Super built-up  Area,Ready To Move,Somasundara Palya,Abeesmi,1174.0,2.0,3.0,74.0,2
3476,Built-up  Area,Ready To Move,Munnekollal,DaniaNe,1560.0,3.0,3.0,75.0,3
3480,Built-up  Area,Ready To Move,other,Adthm R,1750.0,3.0,1.0,180.0,3
3484,Super built-up  Area,Ready To Move,Kodihalli,Soianal,2408.0,4.0,2.0,260.0,3
3485,Super built-up  Area,Ready To Move,Devanahalli,Brrds O,1080.0,2.0,1.0,44.0,2
3488,Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1500.0,2.0,3.0,55.0,3
3492,Super built-up  Area,Ready To Move,Channasandra,Unm 2El,1030.0,2.0,1.0,34.5,2
3493,Super built-up  Area,18-Jul,Hebbal,Mahosya,1440.0,2.0,1.0,115.0,2
3494,Built-up  Area,Ready To Move,Hoodi,SMaxyay,1500.0,2.0,1.0,84.0,2
3496,Built-up  Area,Ready To Move,other,Haows M,1200.0,2.0,3.0,50.0,2
3498,Super built-up  Area,Ready To Move,Harlur,Prncyrn,2240.0,5.0,2.0,155.0,3
3499,Super built-up  Area,Ready To Move,Hegde Nagar,Sonosty,1584.01,3.0,1.0,103.0,3
3500,Super built-up  Area,Ready To Move,other,Apitea ,1340.0,3.0,3.0,77.0,3
3501,Super built-up  Area,Ready To Move,other,Mas 2 H,1800.0,3.0,2.0,70.0,3
3503,Super built-up  Area,18-Nov,Sarjapur  Road,AsastDe,685.0,1.0,1.0,40.0,1
3504,Super built-up  Area,Ready To Move,other,Sothin ,925.0,2.0,3.0,42.0,2
3505,Super built-up  Area,Ready To Move,other,ARntyne,1230.0,2.0,2.0,57.0,2
3507,Super built-up  Area,Ready To Move,Kodichikkanahalli,Aaubyya,1125.0,2.0,1.0,52.0,2
3509,Plot  Area,18-Aug,Jigani,Prllasw,2400.0,3.0,2.0,149.0,3
3510,Super built-up  Area,18-Jul,Electronic City Phase II,Sryalan,1400.0,2.0,2.0,41.58,3
3512,Super built-up  Area,Ready To Move,Jakkur,Ceezey ,1858.0,3.0,1.0,98.3,3
3514,Built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,3530.0,4.0,2.0,290.0,4
3519,Built-up  Area,Ready To Move,Kudlu Gate,Brlms P,1335.0,3.0,2.0,89.0,3
3522,Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1397.0,3.0,2.0,110.0,3
3525,Plot  Area,Ready To Move,Yelahanka New Town,KHatsFl,1200.0,2.0,1.0,130.0,2
3529,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,2.0,38.55,2
3530,Super built-up  Area,21-Jan,Kanakpura Road,PrarePa,525.0,1.0,1.0,30.0,1
3533,Super built-up  Area,18-Jul,Balagere,Soresea,1205.47,2.0,1.0,81.0,2
3535,Super built-up  Area,Ready To Move,Electronic City,Naireru,1700.0,3.0,2.0,75.0,3
3537,Super built-up  Area,21-May,Kanakpura Road,GolusLi,1090.0,2.0,1.0,54.54,2
3540,Super built-up  Area,19-Mar,Thanisandra,Bhe 2ko,923.0,1.0,1.0,60.84,1
3541,Super built-up  Area,18-May,other,MacleK ,3595.0,6.0,2.0,360.0,4
3542,Super built-up  Area,Ready To Move,Green Glen Layout,GaentAp,1050.0,2.0,2.0,48.0,2
3543,Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,1495.0,2.0,2.0,79.5,2
3547,Super built-up  Area,Ready To Move,Electronic City,DSgmax ,1400.0,2.0,1.0,48.0,3
3549,Super built-up  Area,Ready To Move,Sarjapur  Road,Ascid P,944.0,2.0,1.0,35.0,2
3551,Super built-up  Area,19-Mar,Whitefield,Prtates,1216.0,2.0,1.0,66.48,2
3553,Super built-up  Area,Ready To Move,Thanisandra,Moity S,1743.0,3.0,2.0,93.25,3
3554,Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1274.0,2.0,2.0,48.42,2
3556,Super built-up  Area,Ready To Move,Mysore Road,SaodySa,1512.0,2.0,2.0,110.0,3
3559,Built-up  Area,Ready To Move,Doddathoguru,SryleHo,1875.0,3.0,1.0,55.0,3
3565,Super built-up  Area,Ready To Move,Anandapura,ViensRK,1151.0,2.0,1.0,43.1,2
3567,Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,915.0,2.0,1.0,38.0,2
3569,Super built-up  Area,22-Dec,Bannerghatta Road,PrarePa,1115.0,2.0,1.0,65.12,2
3570,Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,2072.0,4.0,2.0,139.0,3
3571,Super built-up  Area,Ready To Move,Kaggadasapura,MCngeha,1200.0,2.0,2.0,53.0,2
3572,Super built-up  Area,Ready To Move,other,Phhidx ,1300.0,2.0,2.0,65.0,2
3573,Super built-up  Area,Ready To Move,Bellandur,Amivace,1457.0,2.0,2.0,85.0,2
3574,Super built-up  Area,Ready To Move,Kannamangala,Marnaer,1262.0,2.0,2.0,55.0,2
3577,Built-up  Area,Ready To Move,Attibele,Jae 1hu,420.0,1.0,1.0,17.0,1
3582,Super built-up  Area,Ready To Move,HSR Layout,SruntFa,1127.0,2.0,1.0,68.0,2
3583,Super built-up  Area,18-Feb,Kundalahalli,Dieldli,1397.0,3.0,2.0,104.0,3
3587,Super built-up  Area,18-May,Jakkur,BrdgeNo,1230.0,2.0,1.0,76.0,2
3589,Super built-up  Area,19-Dec,Sarjapur  Road,Daivon ,858.0,2.0,1.0,31.57,2
3590,Super built-up  Area,21-Mar,Talaghattapura,Sodgere,1868.0,3.0,1.0,121.0,3
3591,Super built-up  Area,Ready To Move,Uttarahalli,Baveles,1689.28,3.0,2.0,91.2,3
3597,Super built-up  Area,Ready To Move,Uttarahalli,Ihnueut,1310.0,2.0,1.0,85.0,3
3600,Super built-up  Area,18-May,Kundalahalli,Dieldli,1397.0,3.0,3.0,108.0,3
3601,Super built-up  Area,18-Jul,Sarjapur,Vehes L,1157.0,2.0,1.0,40.0,2
3603,Super built-up  Area,Ready To Move,Sonnenahalli,DSgam S,1157.0,2.0,1.0,42.0,2
3604,Super built-up  Area,Ready To Move,Sarjapur  Road,BModsen,1241.0,2.0,1.0,82.0,2
3605,Super built-up  Area,19-Dec,Binny Pete,She 2rk,660.0,1.0,1.0,62.0,1
3606,Built-up  Area,Ready To Move,Marathahalli,PueraRi,4000.0,4.0,3.0,220.0,4
3607,Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,2340.0,4.0,1.0,148.0,4
3608,Built-up  Area,Ready To Move,other,Raiyai ,596.0,1.0,1.0,42.0,1
3610,Plot  Area,Ready To Move,other,UpowsMe,1200.0,4.0,3.0,110.0,4
3611,Super built-up  Area,Ready To Move,other,RMcesa ,1910.0,3.0,1.0,190.0,3
3612,Super built-up  Area,Ready To Move,Brookefield,CidgeKn,1139.0,2.0,2.0,80.0,2
3613,Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,3122.0,5.0,2.0,225.0,4
3615,Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1168.0,2.0,2.0,64.08,2
3617,Built-up  Area,18-Jul,Electronics City Phase 1,Shitt S,1340.0,2.0,2.0,75.0,2
3618,Built-up  Area,Ready To Move,other,ShentAp,1405.0,2.0,2.0,70.0,3
3620,Built-up  Area,Ready To Move,other,Sorisa ,1750.0,3.0,3.0,149.0,3
3621,Super built-up  Area,Ready To Move,other,Puodse ,1360.0,2.0,1.0,65.0,3
3623,Super built-up  Area,19-Jun,other,Sancy R,985.0,2.0,1.0,63.0,2
3625,Super built-up  Area,Ready To Move,7th Phase JP Nagar,Brngsal,1850.0,3.0,2.0,150.0,3
3626,Super built-up  Area,Ready To Move,other,Srowsee,1490.0,2.0,3.0,88.0,3
3627,Super built-up  Area,Ready To Move,other,VBavaai,620.0,1.0,1.0,25.0,2
3629,Super built-up  Area,Ready To Move,other,BaiseBa,1080.0,2.0,2.0,55.0,2
3631,Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1410.0,2.0,3.0,52.17,3
3633,Super built-up  Area,Ready To Move,Hennur Road,Maity W,1290.0,2.0,1.0,94.5,3
3634,Super built-up  Area,19-Mar,Hosa Road,Skume R,1318.0,2.0,1.0,85.28,3
3635,Super built-up  Area,Ready To Move,Electronic City,Prarkun,1128.0,2.0,1.0,68.0,2
3636,Plot  Area,Ready To Move,other,Sreat R,4428.0,4.0,2.0,255.0,4
3637,Super built-up  Area,21-Mar,Kanakpura Road,GolusLi,1051.0,2.0,2.0,56.74,2
3639,Plot  Area,Ready To Move,Kannamangala,MIalerd,2400.0,4.0,1.0,130.0,4
3640,Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1327.0,2.0,3.0,85.0,2
3641,Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,2912.0,6.0,2.0,210.0,4
3642,Super built-up  Area,Ready To Move,other,Jaangm ,1301.0,2.0,2.0,55.0,2
3648,Built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1000.0,2.0,1.0,28.88,2
3649,Super built-up  Area,19-Nov,Sarjapur  Road,AsastDe,984.0,2.0,1.0,45.91,2
3650,Super built-up  Area,22-May,Jakkur,SoineC ,1819.18,3.0,1.0,160.0,3
3652,Super built-up  Area,18-Apr,Hebbal,Magiaya,1355.0,3.0,1.0,83.87,3
3653,Super built-up  Area,Ready To Move,other,Sowerew,2145.0,4.0,1.0,270.0,3
3654,Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4.0,3.0,300.0,3
3658,Super built-up  Area,18-Mar,Hosakerehalli,SoageHe,1304.0,2.0,3.0,100.0,2
3659,Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1615.0,3.0,2.0,58.0,3
3660,Super built-up  Area,Ready To Move,Sarjapur  Road,Contsci,1400.0,2.0,2.0,68.0,2
3661,Super built-up  Area,Ready To Move,CV Raman Nagar,Villeka,1070.0,2.0,2.0,47.5,2
3662,Super built-up  Area,17-Nov,Hebbal,Emceske,3500.0,3.0,3.0,395.0,3
3663,Super built-up  Area,22-Jun,Hoodi,GoAirej,1132.0,2.0,1.0,89.37,2
3666,Super built-up  Area,Ready To Move,other,DShtsow,794.0,1.0,2.0,65.0,1
3667,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Lancyey,1090.0,2.0,2.0,43.59,2
3668,Super built-up  Area,Ready To Move,Gottigere,Pridei ,1500.0,3.0,2.0,70.0,3
3669,Super built-up  Area,Ready To Move,1st Phase JP Nagar,Prhtsok,2059.0,3.0,2.0,225.0,3
3670,Super built-up  Area,21-Jan,Kanakpura Road,PrarePa,525.0,1.0,1.0,30.0,1
3671,Super built-up  Area,18-May,Bhoganhalli,Rosha I,1447.0,2.0,1.0,75.97,2
3672,Super built-up  Area,20-Dec,Whitefield,VaarkMe,1269.0,2.0,1.0,75.0,2
3674,Super built-up  Area,Ready To Move,Kanakpura Road,Shiew T,1070.0,2.0,2.0,37.45,2
3677,Super built-up  Area,Ready To Move,Ramamurthy Nagar,Cimeshw,1185.0,2.0,1.0,45.5,2
3680,Super built-up  Area,18-Aug,Chandapura,SunceEs,1015.0,2.0,2.0,25.88,2
3684,Super built-up  Area,Ready To Move,other,Radhian,902.0,2.0,2.0,42.0,2
3687,Super built-up  Area,19-Dec,Binny Pete,She 2rk,1365.0,2.0,1.0,122.0,2
3688,Super built-up  Area,Ready To Move,Doddathoguru,Hincy R,984.0,2.0,1.0,51.0,2
3691,Super built-up  Area,Ready To Move,Haralur Road,NDionas,1300.0,2.0,2.0,79.0,2
3694,Super built-up  Area,Ready To Move,other,SNiew L,1550.0,2.0,3.0,160.0,2
3697,Plot  Area,18-Mar,Yelahanka,Nileyap,4025.0,5.0,3.0,800.0,4
3698,Super built-up  Area,Ready To Move,other,Vestas ,1845.0,3.0,3.0,91.0,3
3699,Super built-up  Area,Ready To Move,other,Puownm ,1676.0,3.0,3.0,52.0,3
3700,Super built-up  Area,20-Dec,Uttarahalli,PrdgeLa,1137.0,2.0,1.0,63.0,2
3701,Super built-up  Area,Ready To Move,Electronic City,GMown E,1360.0,2.0,1.0,70.5,3
3702,Super built-up  Area,Ready To Move,other,FoGemna,1374.0,2.0,2.0,70.0,3
3709,Built-up  Area,Ready To Move,Electronic City Phase II,SNbay G,1790.0,3.0,3.0,100.0,3
3712,Built-up  Area,Ready To Move,Somasundara Palya,Ahhtser,1033.0,2.0,2.0,48.0,2
3714,Super built-up  Area,19-Dec,Binny Pete,She 2rk,2940.0,6.0,2.0,280.0,4
3715,Super built-up  Area,Ready To Move,other,BMmesHo,1240.0,2.0,2.0,52.6,2
3717,Super built-up  Area,Ready To Move,Kambipura,Prrtht ,883.0,2.0,1.0,39.0,2
3718,Built-up  Area,15-Jun,other,SRzonhu,1500.0,2.0,0.0,97.0,3
3719,Super built-up  Area,Ready To Move,Marathahalli,Asintas,1730.0,3.0,3.0,139.0,3
3721,Super built-up  Area,Ready To Move,Whitefield,BainePr,1545.0,3.0,2.0,79.0,3
3726,Plot  Area,Ready To Move,Marsur,AreraRe,1200.0,3.0,1.0,120.0,3
3729,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1682.0,3.0,1.0,120.0,3
3730,Built-up  Area,Ready To Move,Yelahanka,Rarthne,1371.0,2.0,2.0,65.0,3
3733,Super built-up  Area,Ready To Move,Ambalipura,SJarkte,1730.0,3.0,1.0,120.0,3
3735,Super built-up  Area,Ready To Move,EPIP Zone,SJlynro,1500.0,3.0,3.0,102.0,3
3738,Carpet  Area,Ready To Move,other,Glnetch,1203.0,2.0,1.0,59.86,2
3740,Super built-up  Area,Ready To Move,other,Suensda,1600.0,3.0,2.0,76.0,3
3741,Built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,350.0,1.0,1.0,13.5,1
3742,Super built-up  Area,Ready To Move,Varthur,MKllei ,1665.0,3.0,1.0,53.0,3
3746,Super built-up  Area,Ready To Move,Haralur Road,NDionas,1444.0,2.0,1.0,80.0,3
3748,Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1521.0,3.0,1.0,94.71,3
3751,Super built-up  Area,Ready To Move,Old Madras Road,Brica E,2760.0,5.0,2.0,157.0,3
3752,Built-up  Area,Ready To Move,Marathahalli,PueraRi,1325.0,1.0,1.0,92.0,2
3756,Super built-up  Area,Ready To Move,Electronics City Phase 1,SrnesSr,650.0,1.0,1.0,23.0,1
3759,Super built-up  Area,Ready To Move,Electronic City Phase II,MJtroty,769.0,2.0,1.0,40.0,2
3760,Super built-up  Area,Ready To Move,Electronic City,Prarkun,1571.0,3.0,2.0,105.0,3
3761,Super built-up  Area,Ready To Move,Hennur Road,Maity W,1445.0,3.0,1.0,86.56,3
3762,Super built-up  Area,Ready To Move,Hosur Road,Saageat,1590.0,2.0,2.0,135.0,3
3763,Super built-up  Area,Ready To Move,Bommasandra,Niway G,902.0,2.0,2.0,49.0,2
3766,Built-up  Area,Ready To Move,Yelahanka,NCowsar,1712.0,3.0,3.0,82.0,3
3770,Super built-up  Area,Ready To Move,Kundalahalli,Roima A,1920.0,3.0,2.0,150.0,3
3773,Super built-up  Area,Ready To Move,Electronic City,Daives ,1089.0,2.0,2.0,45.0,2
3774,Built-up  Area,Ready To Move,Horamavu Agara,Maows M,1106.0,2.0,1.0,43.09,2
3776,Super built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1339.0,2.0,2.0,58.0,2
3777,Built-up  Area,21-Dec,Thanisandra,Bhe 2ko,923.0,1.0,1.0,45.69,1
3779,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1175.0,2.0,2.0,75.0,2
3780,Built-up  Area,Ready To Move,Thubarahalli,Soowsa ,975.0,2.0,1.0,55.0,2
3781,Super built-up  Area,Ready To Move,Hebbal,Kacesh ,2400.0,4.0,1.0,180.0,3
3782,Super built-up  Area,Ready To Move,Subramanyapura,Prldsri,1330.0,3.0,2.0,72.0,3
3783,Super built-up  Area,20-Dec,Thanisandra,Bhe 2ko,1183.0,2.0,1.0,59.74,2
3786,Super built-up  Area,19-Dec,Hebbal,Magiaya,1255.0,2.0,1.0,77.68,3
3788,Built-up  Area,Ready To Move,other,SantsAp,1100.0,2.0,2.0,50.0,2
3789,Super built-up  Area,18-Dec,Ramamurthy Nagar,Vaharvi,1170.0,2.0,2.0,46.8,2
3791,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1530.0,3.0,3.0,51.77,3
3792,Built-up  Area,17-Dec,Hebbal,Mahosya,1420.0,2.0,2.0,107.0,2
3795,Super built-up  Area,19-Jan,Kanakpura Road,PrityFa,1591.0,3.0,1.0,115.0,3
3796,Super built-up  Area,Ready To Move,7th Phase JP Nagar,Eladero,1680.0,3.0,2.0,120.0,3
3798,Super built-up  Area,19-Dec,Hoodi,Caycend,1055.0,2.0,1.0,57.63,2
3799,Super built-up  Area,Ready To Move,Iblur Village,Sonet G,1918.0,3.0,2.0,129.0,3
3800,Super built-up  Area,18-Jan,Sarjapur  Road,Kelia R,1280.0,2.0,1.0,76.0,2
3801,Super built-up  Area,Ready To Move,Nagarbhavi,DSdhiSa,1560.0,3.0,3.0,66.0,3
3802,Super built-up  Area,Ready To Move,Sarjapur  Road,Usquaya,1145.0,2.0,2.0,49.5,2
3803,Super built-up  Area,Ready To Move,Talaghattapura,Sodgere,2106.0,3.0,2.0,126.0,3
3806,Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,1718.0,3.0,2.0,288.0,2
3807,Super built-up  Area,20-Jun,Whitefield,Somns T,1306.0,3.0,2.0,54.65,3
3808,Super built-up  Area,19-Jun,Hebbal,Raard B,1320.0,2.0,1.0,92.0,2
3811,Built-up  Area,Ready To Move,Kalyan nagar,AHavenc,3800.0,5.0,3.0,300.0,4
3812,Super built-up  Area,Ready To Move,Bannerghatta Road,DSnjh S,1344.0,2.0,1.0,42.0,3
3816,Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1190.0,2.0,1.0,75.0,2
3817,Built-up  Area,Ready To Move,Whitefield,Pranthi,1000.0,2.0,1.0,35.0,2
3818,Plot  Area,Ready To Move,other,Keersto,2400.0,2.0,1.0,160.0,2
3819,Super built-up  Area,Ready To Move,other,Mania G,1000.0,2.0,1.0,48.5,2
3820,Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,2113.0,3.0,2.0,155.0,3
3823,Super built-up  Area,Ready To Move,Harlur,Zonce E,1884.0,4.0,2.0,120.0,4
3824,Super built-up  Area,Ready To Move,Electronic City,YCnce R,1110.0,2.0,1.0,40.0,2
3825,Super built-up  Area,Ready To Move,Kudlu,Srrnasa,1027.0,2.0,2.0,43.0,2
3829,Plot  Area,Ready To Move,other,JRichee,1200.0,3.0,2.0,165.0,3
3830,Super built-up  Area,18-Aug,Kudlu Gate,Sanzaat,703.0,1.0,1.0,52.0,1
3832,Super built-up  Area,Ready To Move,Bellandur,SRageri,1195.0,2.0,2.0,51.0,2
3833,Super built-up  Area,Ready To Move,other,Veodsar,1302.0,2.0,1.0,69.1,2
3834,Super built-up  Area,19-Aug,Begur Road,Pruthg ,1583.0,3.0,1.0,74.4,3
3835,Super built-up  Area,Ready To Move,other,BMmesHo,1488.0,2.0,3.0,60.0,3
3837,Super built-up  Area,18-Aug,Kammasandra,DSOakil,1385.0,2.0,2.0,34.63,3
3839,Built-up  Area,18-Jan,Electronic City,Prarkun,1600.0,3.0,2.0,104.0,3
3840,Super built-up  Area,Ready To Move,Old Airport Road,FlsicFl,1150.0,2.0,1.0,90.0,2
3844,Super built-up  Area,20-May,Kanakpura Road,Soena A,1299.0,2.0,2.0,85.0,2
3846,Super built-up  Area,18-Apr,Devanahalli,Sabixtt,1282.0,2.0,2.0,52.43,3
3848,Super built-up  Area,Ready To Move,other,ICoolon,861.0,2.0,1.0,35.0,2
3849,Built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1600.0,3.0,2.0,95.0,3
3851,Super built-up  Area,Ready To Move,other,Naods W,1390.0,2.0,2.0,80.0,3
3856,Super built-up  Area,Ready To Move,Gunjur,Puide P,1195.0,2.0,2.0,44.0,2
3858,Super built-up  Area,Ready To Move,other,Jaers S,1159.0,2.0,1.0,60.0,2
3859,Super built-up  Area,20-Jun,Whitefield,Somns T,1386.0,3.0,1.0,57.46,3
3860,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1197.0,2.0,1.0,79.0,2
3861,Super built-up  Area,18-Dec,Old Airport Road,Jaades ,2690.0,4.0,3.0,191.0,4
3863,Super built-up  Area,18-May,Bommasandra,SSestth,1295.0,2.0,1.0,50.28,3
3865,Super built-up  Area,21-Dec,Whitefield,Preaunt,1132.0,2.0,1.0,79.28,2
3866,Built-up  Area,Ready To Move,other,Sinde G,2350.0,3.0,2.0,400.0,3
3868,Super built-up  Area,19-Dec,Hebbal,Raard B,1645.0,3.0,2.0,135.0,3
3871,Super built-up  Area,Ready To Move,Marathahalli,Prionad,1937.0,3.0,2.0,140.0,3
3872,Super built-up  Area,Ready To Move,Doddathoguru,Vayali ,1015.0,2.0,2.0,33.5,2
3874,Super built-up  Area,Ready To Move,other,Prone M,1350.0,2.0,2.0,80.99,3
3875,Super built-up  Area,18-Aug,Kengeri Satellite Town,DSestSt,1149.0,2.0,2.0,29.0,3
3879,Plot  Area,Ready To Move,other,Hentye ,1500.0,3.0,1.0,87.0,3
3880,Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1566.0,3.0,2.0,97.0,3
3883,Super built-up  Area,Ready To Move,KR Puram,LVniaar,1290.0,2.0,1.0,49.02,2
